,domain,path,label,length,url_length,redirection,character_@,dots_in_host_name,dots_in_path,keyword,hyphen
20700,www.fwd-solutions.co.uk,the_webalizer_user_help_guide.htm,good,57,2,0,0,0,0,0,0
20701,en.wikipedia.org,wiki/Charles_Allan_Smart,good,41,0,0,0,0,0,0,0
20702,basketballbuzz.ca,men/former-cis-basketball-coach-ken-murray-enjoying-life-off-court/,good,85,1,0,0,0,0,0,0
20703,en.wikipedia.org,wiki/Claude_Gravelle,good,37,0,0,0,0,0,0,0
20704,ilga.gov,house/Rep.asp?MemberID=1351,good,36,0,0,0,0,0,0,0
20705,siriwat.co.th,zie6vv,bad,20,0,0,0,0,0,0,0
20706,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.31356489436156789456312302648994151511541512105451212548544.jornaldaluppi.com,service/Limit1/,bad,145,1,0,0,1,0,1,0
20707,www088.paypal.co.uk.80975.ssl-430.mx,js/webapps/uk/mpp/?cmnd=_lg&action=_edit,bad,77,1,0,0,1,0,1,0
20708,prince-of-persia24.ru,,bad,22,0,0,0,0,0,0,1
20709,bet4good.org,afdIJGY8766gyu,bad,27,0,0,0,0,0,0,0
20710,hadgefihec.com,gate.php,bad,23,0,0,0,0,0,0,0
20711,185.117.72.105,checkupdate,bad,26,0,0,0,0,0,0,0
20712,extension.iastate.edu,clinton/kidsteens.htm,good,43,0,0,0,0,0,0,0
20713,boiseweekly.com,Cobweb/archives/2009/08/07/erin-ruiz-opening-tonight-at-vac,good,75,1,0,0,0,0,0,0
20714,123people.co.uk,s/david+mcintosh,good,32,0,0,0,0,0,0,0
20715,afrahstyle.com,gallery/slides/image,bad,35,0,0,0,0,0,0,0
20716,haneylawfirm.com,images/alibaba/index.php?email=abuse,bad,53,2,0,0,0,0,0,0
20717,zimbio.com,pictures/Czb49hnA1Y8/2004+MTV+Video+Music+Awards+Latin+America/I4VQhIM6fkz/Silvina+Luna,good,98,1,0,0,0,0,0,0
20718,en.wikipedia.org,wiki/Tricia_Leigh_Fisher,good,41,0,0,0,0,0,0,0
20719,ralhsl.com,fi/GD/index.php,bad,26,0,0,0,0,0,0,0
20720,paypal.com.us.login.cgi-bin.reloge.webscr.objectjs.sys.conf13583585d80a13c0ddjvxhu8keajc5885885d80a13c0db1f9of8591.weightlossoraclesoftware.com,wp-refrech.php,bad,158,1,0,0,1,0,1,0
20721,filmaffinity.com,es/search.php?stype=director&stext=Gregory+La+Cava,good,67,1,0,0,0,0,0,0
20722,dipity.com,timetube/YouTube_Kappa_Alpha_Psi/,good,44,0,0,0,0,0,0,0
20723,thebestedu.com,bookmarks/chem/marcus-rudolph.htm,good,48,2,0,0,0,0,0,0
20724,www.vldb.org,conf/1998/p299.pdf,good,31,0,0,0,0,0,0,0
20725,biomedexperts.com,Profile.bme/1284616/Adel_Shalabi,good,50,2,0,0,0,0,0,0
20726,'culentra.com,No/loginAction.action.php?cmd=verification&amp;appId=ABONNESNEUF&amp;api=\%3C?echo\%20md5(uniqid(time()));\%20?\%3E',bad,130,1,0,0,0,0,0,0
20727,alefreed.ml,X15eXERKQQ4BVkQBRQROWFRVX0VXXFweVFtODgAeCAULFwkHChkDCglMCAMBDwsICQ4LAEQFRVlYWlVBUl1OCA,bad,98,1,0,0,0,0,0,0
20728,amazon.com,Rodgers-Hammersteins-South-Pacific-Glenn/dp/B00005KAQS,good,65,1,0,0,0,0,0,0
20729,prweb.com,recentnews/,good,21,0,0,0,0,0,0,0
20730,rennie-mackintosh-jewellery.co.uk,pl8ka,bad,39,0,0,0,0,0,0,1
20731,ebay.com,ctg/Gold-Rush-1849-Staking-Claim-California-Arthur-Blake-and-Pamela-Dailey-1995-Hardcover-/464220,good,106,1,0,0,0,0,0,0
20732,blog.chromium.org,feeds/posts/default,good,37,0,0,0,0,0,0,0
20733,the-sporting-blog.com,stream-online-shimizu-s-pulse-urawa-red-diamonds-17-september-2011/,good,89,1,0,0,0,0,0,1
20734,people.famouswhy.com,norman_panama/,good,35,0,0,0,0,0,0,0
20735,msn.foxsports.com,collegebasketball/story/Wisconsin-Badgers-defeat-Ohio-State-Buckeyes-021211,good,93,1,0,0,0,0,0,0
20736,a.warren-wilson.edu,page.aspx?pid=373,good,37,0,0,0,0,0,0,0
20737,films.com,id/5635,good,17,0,0,0,0,0,0,0
20738,scottlord.multiply.com,journal/item/6126/scottlord_scottlord22-silent-film_Vicrtor_Sjostrom_silent_film,good,103,1,0,0,0,0,0,0
20739,richmondkickers.com,home/531819.html,good,36,0,0,0,0,0,0,0
20740,theglobeandmail.com,places/quebec-ridings/election-fed2011/r24049/,good,66,1,0,0,0,0,0,0
20741,metronorthmallkc.com,stores.htm,good,31,0,0,0,0,0,0,0
20742,www.parrucchieriagiacomo.com,j8fn3rg3,bad,37,0,0,0,0,0,0,0
20743,myspace.com,r_mcnamara,good,22,0,0,0,0,0,0,0
20744,wysinger.homestead.com,kushbio.html,good,35,0,0,0,0,0,0,0
20745,www.homeusers.prestel.co.uk,protech,good,35,0,0,0,1,0,0,0
20746,listenarabic.com,Shiraz+Songs/,good,30,0,0,0,0,0,0,0
20747,zimbio.com,Jessalyn+Gilsig/pictures/pro,good,39,0,0,0,0,0,0,0
20748,habbo3dskin.rel7.com,,bad,21,0,0,0,0,0,0,0
20749,www.antik-beschlaege.com,images/banner/m/,bad,41,0,0,0,0,0,0,0
20750,en.wikipedia.org,wiki/A-Trak,good,28,0,0,0,0,0,0,0
20751,benbrowderportal.com,index.php?option=com_content&task=view&id=247&Itemid=74,good,76,1,0,0,0,0,0,0
20752,en.wikipedia.org,wiki/Sonja_Bennett,good,35,0,0,0,0,0,0,0
20753,paypal.com.cgi-bin.webscr.cmd.login.submit.confirm-login.paypal.com.security.confirm-update.verify.account.logon.paypal.account-update.protection.service.rachelgoestochina.info,PP-658-119-347.html,bad,196,1,0,0,1,0,1,1
20754,whatarewritersreading.blogspot.com,2007/09/jonah-keri.html,good,58,2,0,0,0,0,0,0
20755,arizona-leisure.com,big-lake.html,good,33,0,0,0,0,0,0,0
20756,91.239.25.167:6892,None,bad,18,0,0,0,0,0,0,0
20757,usgennet.org,usa/il/state2/fulton_waterford.htm,good,47,2,0,0,0,0,0,0
20758,cs.virginia.edu,%7Egam9r/kapsi/activechapters.htm,good,49,2,0,0,0,0,0,0
20759,turovborislav1957@yandex.com,None,bad,28,0,0,1,0,0,0,0
20760,liquidsilverbooks.com,,good,22,0,0,0,0,0,0,0
20761,atrium-media.com,rogueclassicism/Posts/00006065.html,good,52,2,0,0,0,0,0,0
20762,imdb.com,title/tt0226314/,good,25,0,0,0,0,0,0,0
20763,mms.rice.edu,realtime/dialinterp.html,good,37,0,0,0,0,0,0,0
20764,cargocollective.com,roryhamilton,good,32,0,0,0,0,0,0,0
20765,megavideo.com,?v=JL6P6YAI,good,25,0,0,0,0,0,0,0
20766,baseball-almanac.com,players/player.php?p=brighha01,good,51,2,0,0,0,0,0,0
20767,www.ryanheise.com,software/rheise.os/,good,37,0,0,0,0,0,0,0
20768,secure.runescape.com.ddeu.asia,m=weblogin/index.htm,bad,51,2,0,0,1,0,0,0
20769,yuzhuyuan.com,65l4byy,bad,21,0,0,0,0,0,0,0
20770,en-gb.facebook.com,moffmoffat,good,29,0,0,0,0,0,0,0
20771,mavisehirrotaract.org,845yfgh?bwxjlhof=sqfxkcqvg,bad,48,2,0,0,0,0,0,0
20772,consumerguideauto.howstuffworks.com,1995-to-1998-porsche-911-6.htm,good,66,1,0,0,0,0,0,0
20773,imdb.com,name/nm0145243/,good,24,0,0,0,0,0,0,0
20774,loenvio.com,~fusionpa/login/info,bad,32,0,0,0,0,0,0,0
20775,songbook1.wordpress.com,2010/11/10/on-the-return-of-african-american-musical-theater-to-broadway-in-the-1920s/,good,110,1,0,0,0,0,0,0
20776,test.sousouyo.com,feaetpnuee,bad,28,0,0,0,0,0,0,0
20777,timschool11.ru,includes/js/Dropbox,bad,34,0,0,0,0,0,0,0
20778,mylife.com,c-148788605753,good,25,0,0,0,0,0,0,0
20779,carsfor1500.com,wp-includes/certificates/dropbox/dropbox/index.php,bad,66,1,0,0,0,0,0,0
20780,publications.mcgill.ca,medenews/2011/05/19/cancer-survivorship-an-inspiring-evening-with-marla-shapiro/,good,103,1,0,0,0,0,0,0
20781,maps.uchicago.edu,north/bartlett.html,good,37,0,0,0,0,0,0,0
20782,vodpod.com,watch/7865158-angelo-tsarouchass-mother-makes-his-favorite-greek-food-uvarelakia-soupa,good,97,1,0,0,0,0,0,0
20783,eapsylykyvfkjbctn.biz,data/info.php,bad,35,0,0,0,0,0,0,0
20784,rollingstone.com,music/albumreviews/808s-heartbreak-20081211,good,60,2,0,0,0,0,0,0
20785,dexknows.com,business_profiles/moffitt_restorative_dentistry-b999315,good,68,1,0,0,0,0,0,0
20786,yellowbook.com,yellow-pages/?what=Diamonds&where=Selma%2c+AL,good,60,2,0,0,0,0,0,0
20787,wantedforrent.com,renters/Quebec/St-Calixte-de-Kilkenny/,good,56,2,0,0,0,0,0,0
20788,tributes.com,browse_obituaries?city=Tama&state=IA,good,49,2,0,0,0,0,0,0
20789,ueberlastungen.o2pulse.com,14uu9it8m0.php\nwww.medicos-vibrationstraining.de/?gclid=CK2lqZbuqL4CFbShtAodRwoANQ,bad,110,1,0,0,0,1,0,0
20790,alta.k12.ia.us,Local/HS/HS.htm,good,30,0,0,0,0,0,0,0
20791,canadafootballchat.com,vbcms-comments/5203-coll%C9gial-aaa-j%C9r%C9mi-doyon-roch-choisi-joueur-par-excellence.html,good,114,1,0,0,0,0,0,0
20792,kevin-oleary.com,,good,17,0,0,0,0,0,0,0
20793,comdyn.cn,attachments/login.htm,bad,31,0,0,0,0,0,0,0
20794,dramamovies1986.alotoffilms.com,,good,32,0,0,0,0,0,0,0
20795,myspace.com,steadymobbnmusic/music/albums/pre-meditated-drama-13242194,good,70,1,0,0,0,0,0,0
20796,genforum.genealogy.com,dupuis/messages/1946.html,good,48,2,0,0,0,0,0,0
20797,highschoolsports.cleveland.com,school/lima-lima/,good,48,2,0,0,0,0,0,0
20798,www.securityfocus.com,infocus/1720,good,34,0,0,0,0,0,0,0
20799,pantherfile.uwm.edu,mordecai/www/,good,33,0,0,0,0,0,0,0
20800,en.wikipedia.org,wiki/Loretto_Academy,good,37,0,0,0,0,0,0,0
20801,wilhelmline.blogspot.com,,good,25,0,0,0,0,0,0,0
20802,trifind.com,re_34171/XTERRADairyland.html,good,41,0,0,0,0,0,0,0
20803,factbites.com,topics/HMS-Prince-of-Wales-(1939),good,47,2,0,0,0,0,0,0
20804,answers.com,topic/bernie-worrell,good,32,0,0,0,0,0,0,0
20805,esd.ornl.gov,people/dale/,good,25,0,0,0,0,0,0,0
20806,corporationwiki.com,people/index.aspx/M/20/34/,good,46,2,0,0,0,0,0,0
20807,montreal.en.craigslist.ca,mis/,good,30,0,0,0,0,0,0,0
20808,kativastore.com.br,filewords/index.php,bad,38,0,0,0,0,0,0,0
20809,baseball-almanac.com,players/player.php?p=paigesa01,good,51,2,0,0,0,0,0,0
20810,manta.com,c/mm82l9j/triangle-j-training-center,good,46,2,0,0,0,0,0,0
20811,91.239.25.33:6892,None,bad,17,0,0,0,0,0,0,0
20812,cranburylibraryfoundation.org,img2.php?,bad,39,0,0,0,0,0,0,0
20813,songlyrics.com,clint-black-lyrics/,good,34,0,0,0,0,0,0,0
20814,answers.com,topic/american-pastime-film,good,39,0,0,0,0,0,0,0
20815,songlyrics.com,david-benoit-lyrics/,good,35,0,0,0,0,0,0,0
20816,en.goldenmap.com,Boso_Triple_Junction,good,37,0,0,0,0,0,0,0
20817,bobbyfritz.de,images/Logon.php?LOB=RBGLogon&amp;_pageLabel=page_logonform,bad,73,1,0,0,0,0,0,0
20818,lyrics.astraweb.com,display/338/3x_krazy..stackin_chips..keep_it_on_the_real.html,good,81,1,0,0,0,1,0,0
20819,zeropointenergy.net,,good,20,0,0,0,0,0,0,0
20820,boards.footymad.net,forum.php?tno=121&fid=18&act=1&mid=2116108735,good,65,1,0,0,0,0,0,0
20821,attentionparents.com,,good,21,0,0,0,0,0,0,0
20822,tomcat-sunset.org,forums/index.php?topic=2194.0,good,47,2,0,0,0,0,0,0
20823,'www.sppk.ac.th,garden/tmp/http:/\%20/bb.com.br/',bad,49,2,0,0,0,0,0,0
20824,listenonline24.com,listen/Espace_Musique_Montreal_899,good,53,2,0,0,0,0,0,0
20825,youtube.com,watch?v=RQ3DyxhoJR0,good,31,0,0,0,0,0,0,0
20826,disneydreaming.com,2009/11/11/walt-disney-pictures-a-christmas-carol-imax-3d-review/,good,84,1,0,0,0,0,0,0
20827,greyscrolling.com,rss/feed/stream/,bad,34,0,0,0,0,0,0,0
20828,roma.md,templates/system/https:/www2.itau.com.br/atendimento/index.php,bad,70,1,0,0,0,1,0,0
20829,chicagonow.com,blogs/first-and-big-ten/2009/11/keep-on-kicking-devin-barclay-transitions-from-major-league-soccer-to-ohio-state-football.html,good,141,1,0,0,0,0,0,0
20830,vizxv.pw,2,bad,10,0,0,0,0,0,0,0
20831,freebase.com,view/en/w_mark_felt,good,32,0,0,0,0,0,0,0
20832,amazon.com,Square-Matrix-001-Epsilon-Minus/dp/B000068FZX,good,56,2,0,0,0,0,0,0
20833,bowdoin.edu,admissions/multimedia/index.shtml,good,45,0,0,0,0,0,0,0
20834,lawsnorders.eu,cgi.bin/bin/cp.php?letter=login,bad,46,2,0,0,0,0,0,0
20835,twitter.com,TweetPrecious,good,25,0,0,0,0,0,0,0
20836,isu.edu,hpac/veterinary.shtml,good,29,0,0,0,0,0,0,0
20837,disneychannel-tv.com,,good,21,0,0,0,0,0,0,0
20838,truthdig.com,report/item/the_recovery_is_dead_long_live_the_recovery_20110803/,good,78,1,0,0,0,0,0,0
20839,www.koko-art.com.pl,9030742486/43264726363475426/,bad,49,2,0,0,0,0,0,0
20840,www.thrivent.com,magazine/,good,26,0,0,0,0,0,0,0
20841,192.com,atoz/people/bradley/justin/,good,35,0,0,0,0,0,0,0
20842,youmix.co.uk,search?q=%5BLIVE%5D%20Love%20Hz%20Ol%20Skool%20Sesh%20feat%20Pepe%20Jamie%20D%20and%20Kookie%20(Bassdrive%20-%20Music%20Beyond%20-%2024/7%20Drum%20and%20Bass%20Jungle%20Radio%20Featuring%20Live%20Shows),good,215,1,0,0,0,0,0,0
20843,playfish.com,?page=jobs,good,23,0,0,0,0,0,0,0
20844,wiki.answers.com,Q/When_was_Sacramento_established_as_the_state_capital_of_California,good,85,1,0,0,0,0,0,0
20845,aquila-partners.com,,good,20,0,0,0,0,0,0,0
20846,thisisrnb.com,2010/09/ne-yo-libra-scale-tracklist/,good,50,2,0,0,0,0,0,0
20847,companydatabase.org,c/jeans/high-quality/jean-creations/jean-manufacturing/jean-pierre-creations-inc.html,good,105,1,0,0,0,0,0,0
20848,lolmands.chickenkiller.com,,bad,27,0,0,0,0,0,0,0
20849,internet-d.com,2011/11/22/harry-potter-tom-riddle-blank-diary/,good,62,2,0,0,0,0,0,0
20850,news.bbc.co.uk,1/hi/world/asia-pacific/739355.stm,good,49,2,0,0,0,0,0,0
20851,'www.hsqxx.com,js/?amp;amp;app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',bad,121,1,0,0,0,1,0,0
20852,forums.rleague.com,posts/showthread.php?10525-Does-anyone-have-the-Rooster-Man-song,good,83,1,0,0,0,0,0,0
20853,dspears.com,hijune/,good,19,0,0,0,0,0,0,0
20854,betsy-forman.gonetoosoon.org,,good,29,0,0,0,0,0,0,0
20855,radio-boobs.com,pornstar-66/charley-chase.html,good,46,2,0,0,0,0,0,0
20856,facebook.com,marco.baron1,good,25,0,0,0,0,0,0,0
20857,199.127.101.208,thanks/cp.php?m=login,bad,37,0,0,0,0,0,0,0
20858,answers.com,topic/james-s-sherman,good,33,0,0,0,0,0,0,0
20859,googleadwords.pro,hpusjfe1,bad,26,0,0,0,0,0,1,0
20860,tkg-rugby.com,2uqlK3LNnx5h/Ued56Pq.php,bad,38,0,0,0,0,0,0,0
20861,articles.dailypress.com,2010-12-06/sports/dp-spt-phoebus-storylines-1207-20101206_1_tyree-lee-phoebus-stone-bridge-phantoms,good,123,1,0,0,0,0,0,0
20862,desmoinesregister.com,article/20111114/SPORTS020602/111114032/Iowa-State-football-Cyclones-appreciate-chance-knock-off-Cowboys,good,126,1,0,0,0,0,0,0
20863,members.tripod.com,vas99/natd.html,good,34,0,0,0,0,0,0,0
20864,bro4.com,bdb37,bad,14,0,0,0,0,0,0,0
20865,mafoirandstad.com,our-services/consulting/ma-foi-randstad-workmonitor.html,good,74,1,0,0,0,0,0,0
20866,repetitionr.com,repetitions/western-digital-junk-hard-drives/50bcf0f6-8d6a-11df-b83c-0030483394fa/161,good,101,1,0,0,0,0,0,0
20867,fullnamedirectory.com,page142443.html,good,37,0,0,0,0,0,0,0
20868,neodisplay.pl,wp-admin/user/login.alibaba.com/login.html,bad,56,2,0,0,0,1,0,0
20869,en.wikipedia.org,wiki/William_Shatner%27s_musical_career,good,56,2,0,0,0,0,0,0
20870,montrealchurchofchrist.org,,good,27,0,0,0,0,0,0,0
20871,filmfestivalworld.com,drama/,good,28,0,0,0,0,0,0,0
20872,absoluteastronomy.com,topics/Domtar,good,35,0,0,0,0,0,0,0
20873,xtrace.cz,esdbu,bad,15,0,0,0,0,0,0,0
20874,myspace.com,thedoughboysnj,good,26,0,0,0,0,0,0,0
20875,risnerolson.org,,good,16,0,0,0,0,0,0,0
20876,recont.sovancobellara.com,2fbf9bb1a599c1ef10077e07e7ad5492/438f54a1f171f6e8ab869914372f3821/,bad,92,1,0,0,0,0,0,0
20877,montessorischool.ru,administrator/components/com_content/models/Permission/,bad,75,1,0,0,0,0,0,0
20878,esuvidha.nic.in,orissa/orissadirectory/searchbyname_updation_result.asp?page=50&individualname=&rowcount=1,good,106,1,0,0,0,0,0,0
20879,bonroy.org,wp-includes/js/mi/mailbox/index.php,bad,46,2,0,0,0,0,0,0
20880,tubepornstars.com,search/?q=%22Roxanne+Blaze%22&kwid=17288&c=1,good,62,2,0,0,0,0,0,0
20881,iguana-management.com,,good,22,0,0,0,0,0,0,0
20882,football-rankings.info,2010/03/2014-fifa-world-cup-qualifying-probable.html,good,75,1,0,0,0,0,0,0
20883,queza.com,buodw,bad,15,0,0,0,0,0,0,0
20884,madiabonus.info,,bad,16,0,0,0,0,0,0,0
20885,paypal.com.us.cgi-bin.webscr.cmd.login-run.5885d80a13c0db1f8e263663d3wi892ee8dcbdhe788a5.spirit-inspired.com,1c4c5ec1a83c218f41d34808029cdd5d/cmd=_login-submit&amp;dispatch=58e263663d35d8880a13c0d3c0db1f8e95a86f1d2ac8469da048bc809446019efa072144fe/,bad,248,1,0,0,1,0,1,1
20886,pacificoceanlaser.com,,good,22,0,0,0,0,0,0,0
20887,facebook.com,pages/Leah-Shapiro-of-BRMC/377442937107,good,52,2,0,0,0,0,0,0
20888,law.justia.com,cases/federal/appellate-courts/F3/51/417/618587/,good,63,2,0,0,0,0,0,0
20889,mediafire.com,?b64cya4mt1eqxkp,good,30,0,0,0,0,0,0,0
20890,carol.miller7.home.comcast.net,~carol.miller7/,bad,46,2,0,0,1,0,0,0
20891,becomingthebarrs.com,2011/09/football-holiday.html,good,50,2,0,0,0,0,0,0
20892,dockets.justia.com,docket/california/cacdce/8:2004cv00215/156965/,good,65,1,0,0,0,0,0,0
20893,arizonawildcats.com,sports/m-baskbl/ariz-m-baskbl-body.html,good,59,2,0,0,0,0,0,0
20894,econavt.ru,4T8GYRWFB8EWIYRBGI8WY4GBR7UWTYVFR7T6WFUBYHIWG/,bad,57,2,0,0,0,0,0,0
20895,store.overmagazine.it,P/,bad,24,0,0,0,0,0,0,0
20896,puenteaereo.info,fHA5c5iw/index.html?s=883&lid=2270&elq=11f7b1b5179f45b09737bdf10d0fe61f,bad,88,1,0,0,0,0,0,0
20897,viviendadelrincon.com,f7yes1g27p,bad,32,0,0,0,0,0,0,0
20898,nme.com,artists/dave-mello,good,26,0,0,0,0,0,0,0
20899,high-schools.com,schools/12596/winnetonka-high-school.html,good,58,2,0,0,0,0,0,0
20900,bizconsulting.ro,bm8s7,bad,22,0,0,0,0,0,0,0
20901,etonline.com,tv/110891_Sneak_Peek_Christina_Ricci_to_Fly_the_Pan_Am_Skies/index.html,good,84,1,0,0,0,0,0,0
20902,music.yahoo.com,fat-tone/,good,25,0,0,0,0,0,0,0
20903,linkedin.com,in/jasonfrench,good,27,0,0,0,0,0,0,0
20904,omanhotelresort.com,,good,20,0,0,0,0,0,0,0
20905,hds.harvard.edu,,good,16,0,0,0,0,0,0,0
20906,subscene.com,gosford-park/subtitles-13198.aspx,good,46,2,0,0,0,0,0,0
20907,halfnelsonthefilm.com,,good,22,0,0,0,0,0,0,0
20908,listsearches.rootsweb.com,th/read/QUEBEC/2006-05/1147635889,good,59,2,0,0,0,0,0,0
20909,196.202.103.174,,bad,16,0,0,0,0,0,0,0
20910,dnkl.sipocodukyrpps.net,7ko5klcc9n\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=766cf4760f78938de986ca9cb9c04ca8,bad,136,1,0,0,0,1,0,0
20911,suryaee.com,googledoc/?cba51fb77629deaf1b1810d9d717d3ab854b3210,bad,63,2,0,0,0,0,1,0
20912,www.plasticoscarmen.com,wp-content/plugins/wordpress-importer/languages/paypal.com.au/au/cgi-bin/cmd/login.html,bad,111,1,0,0,0,1,1,0
20913,bhejacry.com,wp-includes/js/jcrop/gucci2014/gdocs/processing.html?ip=146.112.225.23,bad,83,1,0,0,0,1,0,0
20914,nosorigines.qc.ca,genealogielistfirstname.aspx?ancestor=13&Family=Gelinas_523&lng=en,good,84,1,0,0,0,0,0,0
20915,216.254.231.11,img2212.png,bad,26,0,0,0,0,0,0,0
20916,www.cs.rpi.edu,~musser/stl-book/,good,32,0,0,0,0,0,0,0
20917,augusta.craigslist.org,,good,23,0,0,0,0,0,0,0
20918,dentiste-gennevilliers.com,,good,27,0,0,0,0,0,0,0
20919,dickenshandchimes.com,jhg45s,bad,28,0,0,0,0,0,0,0
20920,nndb.com,people/276/000026198/,good,30,0,0,0,0,0,0,0
20921,bonuscpm.info,,bad,14,0,0,0,0,0,0,0
20922,markand.ro,hswwwy5,bad,18,0,0,0,0,0,0,0
20923,www.paypal.ca.1710.secure4o.mx,images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=15b31ee84ca3aed814b295e5551ca1e7,bad,103,1,0,0,1,0,1,0
20924,thesz.diecru.eu,content/pm_sz_os.php,good,36,0,0,0,0,0,0,0
20925,fashionencyclopedia.com,Vi-Z/Vivier-Roger.html,good,46,2,0,0,0,0,0,0
20926,goodreads.com,book/show/5587088-the-pretend-wife,good,48,2,0,0,0,0,0,0
20927,masinidebatutcuie.ro,downloader/lib/impots.gouv.fr/91fa95744352d2a1bfc296c6d4c6a195/,bad,84,1,0,0,0,0,0,0
20928,englishnovels.net,2009/04/english-literature-novels-books-enovel.html,good,69,1,0,0,0,0,0,0
20929,'9d345009-a-62cb3a1a-s-sites.googlegroups.com,site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7cpcu6Kx8g2ahGKGoFcejfnFYiADusMlswmeA_CbWQelnSinQPRNtr9GETUgH-W_V9FzSlfm5YKFdz4KVE9UjYzD8aAq2Dm2eGvLV3v3IQyDNMZpWt_sAsRhChD3rrmgpvle_QPK1Dr9mGJ-ws4xdCe1vNO5zanHRnQBian-tMm-ZNtm2L6xqYGxQZFGcmVLq502MKWTd5CobMv6n76J8Ayvl9ydxg\%3D\%3D&attredirects=0',bad,363,1,0,0,0,0,1,1
20930,www.angelfire.com,pa2/MagusAndFool/RRR.html,good,43,0,0,0,0,0,0,0
20931,pubsub.com,Knowledge-Development-Manager-Senior-PCK543-2961-Redmond-WA-Academy-For-Positive-Learning-gysc59jNovMS,good,113,1,0,0,0,0,0,0
20932,aali-rockymtn.org,modules/mod_mainmenu/tmpl/html,bad,48,2,0,0,0,0,0,0
20933,yelp.com,biz/bob-sykes-barbeque-inc-bessemer,good,44,0,0,0,0,0,0,0
20934,artistopia.com,clint-black,good,26,0,0,0,0,0,0,0
20935,structuredsettlementindustry.com,,good,33,0,0,0,0,0,0,0
20936,digg.com,news/story/Clinique_Rockland_MD_Pourquoi_l_Hopital_du_Sacre_Coeur_l_a_t_elle_choisie,good,93,1,0,0,0,0,0,0
20937,us.battle.net.en.eeweb.asia,login/en/login.html?app=bam&amp;app=wam&amp;eor=0&amp;ref=https:/www.battle.net/account/,bad,116,1,0,0,1,1,0,0
20938,forums.esri.com,Thread.asp?c=158&f=2281&t=228280,good,48,2,0,0,0,0,0,0
20939,en.wikipedia.org,wiki/Soul_Food_(TV_series),good,43,0,0,0,0,0,0,0
20940,ibnlive.in.com,news/bipasha-goes-gaga-over-abhinay-deo/164578-8-66.html,good,71,1,0,0,0,0,0,0
20941,ldlsetts.com.au,,good,16,0,0,0,0,0,0,0
20942,search.staugustine.com,fast-elements.php?type=standard&profile=staugustine&querystring=%22YMCA%22,good,97,1,0,0,0,0,0,0
20943,fugrowest.com,projects/barttbt.asp,good,34,0,0,0,0,0,0,0
20944,movies.nytimes.com,movie/237109/The-Caveman-s-Valentine/overview,good,64,2,0,0,0,0,0,0
20945,springvalleycountryclub.com,,good,28,0,0,0,0,0,0,0
20946,serviciodecorreo001040.tripod.com,serv1/,bad,40,0,0,0,0,0,0,0
20947,moray.com,,good,10,0,0,0,0,0,0,0
20948,myspace.com,richeaston,good,22,0,0,0,0,0,0,0
20949,historyorb.com,birthdays/date/1959,good,34,0,0,0,0,0,0,0
20950,telusplanet.net,public/mozuz/articles/gazette20001115.html,good,58,2,0,0,0,0,0,0
20951,artragland.com,out/sid=UCBfOYjdgKjLALhhYBddQUqGkMNPLHWL=df=emailhotmail=module=mbox.ListModulemicrosoftaccounts/outlooks.htm,bad,124,1,0,0,0,0,0,0
20952,titania-yesterdaytodayandtomorrow.blogspot.com,,good,47,2,0,0,0,0,0,0
20953,amazon.ca,Sagwa-Chinese-Siamese-Cat-Storybook/dp/B0000687FS,good,59,2,0,0,0,0,0,0
20954,scholar.lib.vt.edu,theses/available/etd-10252005-103247/unrestricted/McKeedissertation.pdf,good,90,1,0,0,0,0,0,0
20955,sanjeevaningo.org,,good,18,0,0,0,0,0,0,0
20956,mikebelgrave.wordpress.com,,good,27,0,0,0,0,0,0,0
20957,videosurf.com,videos/3x+Krazy?providers=2,good,41,0,0,0,0,0,0,0
20958,jaixnchoncolimited.yolasite.com,,bad,32,0,0,0,0,0,0,0
20959,tripadvisor.com,Attraction_Review-g155032-d185131-Reviews-Centaur_Theatre-Montreal_Quebec.html,good,94,1,0,0,0,0,0,0
20960,nj-cranford.doctors.at,dr/nancy-bloom-drnancyleebloompsyd,good,57,2,0,0,0,0,0,0
20961,suckpfb.ajlmxkjsvxsof.gq:21813,2004/11/02/soften/bone-fred-control-conceal-earnest-clear-mister-sprawl-fearful.html,bad,115,1,0,0,0,0,0,0
20962,c-60lownoise.blogspot.com,2007/11/townes-van-zandt-townes-van-zandt-1969_10.html,good,80,1,0,0,0,0,0,0
20963,www.howtoweb.com,corner/,good,24,0,0,0,0,0,0,0
20964,dedetillmanblogs.wordpress.com,2011/11/04/jamie-foxx-sister-deondra-dixon-new-down-syndrome-ambassador-story-photo-link/,good,120,1,0,0,0,0,0,0
20965,stefanoforcina.com,,good,19,0,0,0,0,0,0,0
20966,bls.gov,,good,8,0,0,0,0,0,0,0
20967,www.versiontask.com,,bad,20,0,0,0,0,0,0,0
20968,thinkexist.com,quotes/mordecai_richler/,good,39,0,0,0,0,0,0,0
